==== FILE = /Users/maksimus/RiderProjects/CompGraph/Assets/cow.obj
(-0,176592|-0,039254|-0,136611) (-0,128665|0,035418|-0,140796) (-0,129662|-0,037701|-0,139818)
(-0,175759|-0,074095|-0,133101) (-0,176592|-0,039254|-0,136611) (-0,134709|-0,081021|-0,132768)
(-0,399872|-0,107783|-0,138566) (-0,395821|-0,105706|-0,174361) (-0,37207|-0,11107|-0,119139)
(-0,425289|-0,090233|-0,138967) (-0,40046|-0,103047|-0,225897) (-0,395821|-0,105706|-0,174361)
(0,11554|-0,100872|-0,141988) (0,077839|-0,108562|-0,098675) (0,074719|-0,097175|-0,125455)
(0,107193|-0,118863|-0,074163) (0,077839|-0,108562|-0,098675) (0,11554|-0,100872|-0,141988)
(0,122057|-0,097133|-0,124096) (0,107193|-0,118863|-0,074163) (0,11554|-0,100872|-0,141988)
(0,141757|-0,105036|-0,057816) (0,130927|-0,115846|-0,053397) (0,122057|-0,097133|-0,124096)
(0,107193|-0,118863|-0,074163) (0,080616|-0,116714|-0,059214) (0,077839|-0,108562|-0,098675)
(0,074719|-0,097175|-0,125455) (0,067842|-0,111604|-0,06641) (0,052667|-0,079438|-0,080587)
(0,074719|-0,097175|-0,125455) (0,077839|-0,108562|-0,098675) (0,067842|-0,111604|-0,06641)
(0,254353|-0,011563|0,250696) (0,201118|-0,03024|0,211264) (0,246431|-0,028848|0,226556)
(0,257702|-0,047297|0,141112) (0,234424|-0,053933|0,09074) (0,285928|-0,043345|0,114293)
(0,254353|-0,011563|0,250696) (0,322583|-0,031143|0,286686) (0,322224|0,001023|0,295212)
(0,311655|-0,017243|0,082165) (0,337726|-0,01769|0,110245) (0,344031|-0,028376|0,116307)
(0,311655|-0,017243|0,082165) (0,344031|-0,028376|0,116307) (0,318908|-0,037722|0,118233)
(0,285928|-0,043345|0,114293) (0,337824|-0,046087|0,139343) (0,330963|-0,053678|0,17678)
(0,212895|0,001127|0,2391) (0,134913|-0,005405|0,222889) (0,184701|-0,0158|0,226116)
(0,201118|-0,03024|0,211264) (0,150741|-0,032711|0,210746) (0,17851|-0,050708|0,174071)
(0,208632|-0,047686|0,154282) (0,17851|-0,050708|0,174071) (0,201951|-0,06804|0,081882)
(0,234424|-0,053933|0,09074) (0,201951|-0,06804|0,081882) (0,200121|-0,071779|0,043154)
(0,254353|-0,011563|0,250696) (0,184701|-0,0158|0,226116) (0,201118|-0,03024|0,211264)
(0,246431|-0,028848|0,226556) (0,201118|-0,03024|0,211264) (0,208632|-0,047686|0,154282)
(0,257702|-0,047297|0,141112) (0,208632|-0,047686|0,154282) (0,234424|-0,053933|0,09074)
(0,275033|-0,038584|0,080747) (0,311655|-0,017243|0,082165) (0,318908|-0,037722|0,118233)
(0,275033|-0,038584|0,080747) (0,318908|-0,037722|0,118233) (0,285928|-0,043345|0,114293)
(0,170147|-0,110379|0,007604) (0,200121|-0,071779|0,043154) (0,192836|-0,099137|0,06134)
(0,175325|-0,095638|0,106022) (0,192836|-0,099137|0,06134) (0,189569|-0,074453|0,110109)
(0,175325|-0,095638|0,106022) (0,189569|-0,074453|0,110109) (0,153845|-0,055755|0,183751)
(0,184701|-0,0158|0,226116) (0,134913|-0,005405|0,222889) (0,150741|-0,032711|0,210746)
(0,17851|-0,050708|0,174071) (0,153845|-0,055755|0,183751) (0,189569|-0,074453|0,110109)
(0,192836|-0,099137|0,06134) (0,17624|-0,115047|0,052863) (0,170147|-0,110379|0,007604)
(0,18591|-0,091972|0,001552) (0,170147|-0,110379|0,007604) (0,15311|-0,099091|-0,034859)
(0,135305|-0,127046|0,019571) (0,15311|-0,099091|-0,034859) (0,170147|-0,110379|0,007604)
(0,135305|-0,127046|0,019571) (0,170147|-0,110379|0,007604) (0,17624|-0,115047|0,052863)
(0,134341|-0,12713|0,064038) (0,17624|-0,115047|0,052863) (0,175325|-0,095638|0,106022)
(0,116275|-0,093447|0,145375) (0,175325|-0,095638|0,106022) (0,153845|-0,055755|0,183751)
(0,111227|-0,059421|0,191866) (0,153845|-0,055755|0,183751) (0,150741|-0,032711|0,210746)
(0,071436|-0,021382|0,218978) (0,150741|-0,032711|0,210746) (0,134913|-0,005405|0,222889)
(-0,014583|0,001013|0,217707) (-0,071477|-0,017596|0,211694) (-0,002937|-0,038605|0,198749)
(-0,02935|-0,068653|0,165194) (-0,052268|-0,081001|0,158271) (0,015522|-0,098935|0,120433)
(-0,052268|-0,081001|0,158271) (-0,044982|-0,107627|0,123396) (0,017319|-0,117586|0,082859)
(-0,044982|-0,107627|0,123396) (-0,022685|-0,12445|0,080268) (0,023085|-0,125634|0,047427)
(-0,022685|-0,12445|0,080268) (-0,032944|-0,135375|0,054192) (0,023085|-0,125634|0,047427)
(-0,032944|-0,135375|0,054192) (-0,015449|-0,133449|0,018545) (0,019426|-0,123313|0,014057)
(-0,015449|-0,133449|0,018545) (-0,055698|-0,145547|-0,03088) (0,01838|-0,112887|-0,007991)
(-0,055698|-0,145547|-0,03088) (-0,079628|-0,13793|-0,069627) (0,017368|-0,099122|-0,049564)
(-0,110681|-0,038304|0,20181) (-0,175938|-0,072823|0,195542) (-0,096323|-0,057043|0,18992)
(-0,175938|-0,072823|0,195542) (-0,144086|-0,075107|0,178168) (-0,096323|-0,057043|0,18992)
(-0,144086|-0,075107|0,178168) (-0,170515|-0,082081|0,167286) (-0,117231|-0,09611|0,145375)
(-0,170515|-0,082081|0,167286) (-0,197615|-0,10824|0,146881) (-0,088139|-0,13362|0,090711)
(-0,197615|-0,10824|0,146881) (-0,151861|-0,145734|0,088677) (-0,073797|-0,148397|0,055855)
(-0,151861|-0,145734|0,088677) (-0,141162|-0,157432|0,062796) (-0,073797|-0,148397|0,055855)
(-0,141162|-0,157432|0,062796) (-0,130283|-0,167225|0,030424) (-0,073209|-0,153294|0,022358)
(-0,130283|-0,167225|0,030424) (-0,129972|-0,169141|-0,013359) (-0,075561|-0,156633|-0,005371)
(-0,129972|-0,169141|-0,013359) (-0,127114|-0,163559|-0,046513) (-0,055698|-0,145547|-0,03088)
(-0,127114|-0,163559|-0,046513) (-0,125333|-0,149405|-0,074486) (-0,079628|-0,13793|-0,069627)
(-0,125333|-0,149405|-0,074486) (-0,130887|-0,127457|-0,09801) (-0,082944|-0,12067|-0,091596)
(-0,130887|-0,127457|-0,09801) (-0,130119|-0,091058|-0,116734) (-0,074646|-0,078872|-0,117848)
(-0,206272|-0,041969|0,212418) (-0,219634|-0,071203|0,210022) (-0,175938|-0,072823|0,195542)
(-0,219634|-0,071203|0,210022) (-0,233176|-0,096692|0,201976) (-0,170515|-0,082081|0,167286)
(-0,233176|-0,096692|0,201976) (-0,242584|-0,107611|0,18995) (-0,204508|-0,093685|0,164069)
(-0,242584|-0,107611|0,18995) (-0,214423|-0,114818|0,146118) (-0,197615|-0,10824|0,146881)
(-0,205717|-0,137873|0,101006) (-0,22723|-0,149156|0,050086) (-0,184351|-0,154338|0,061369)
(-0,22723|-0,149156|0,050086) (-0,216171|-0,154327|-0,025003) (-0,184335|-0,162313|-0,042104)
(-0,216171|-0,154327|-0,025003) (-0,217037|-0,134954|-0,063233) (-0,182734|-0,148621|-0,069324)
(-0,217037|-0,134954|-0,063233) (-0,21738|-0,110291|-0,078739) (-0,174403|-0,133532|-0,090061)
(0,124736|-0,118147|-0,021366) (0,093635|-0,128287|0,003458) (0,080616|-0,116714|-0,059214)
(0,111227|-0,059421|0,191866) (0,071436|-0,021382|0,218978) (0,076336|-0,068887|0,18425)
(0,116275|-0,093447|0,145375) (0,076336|-0,068887|0,18425) (0,083458|-0,101972|0,13201)
(0,116275|-0,093447|0,145375) (0,083458|-0,101972|0,13201) (0,124197|-0,112082|0,100507)
(0,134341|-0,12713|0,064038) (0,085435|-0,121465|0,061907) (0,135305|-0,127046|0,019571)
(0,124736|-0,118147|-0,021366) (0,141757|-0,105036|-0,057816) (0,15311|-0,099091|-0,034859)
(0,124736|-0,118147|-0,021366) (0,080616|-0,116714|-0,059214) (0,107193|-0,118863|-0,074163)
(0,124736|-0,118147|-0,021366) (0,107193|-0,118863|-0,074163) (0,130927|-0,115846|-0,053397)
(0,043928|-0,04806|-0,107612) (0,052324|0,000997|-0,109792) (0,098993|0,005504|-0,111366)
(0,067842|-0,111604|-0,06641) (0,093635|-0,128287|0,003458) (0,060704|-0,109626|-0,011599)
(-0,014583|0,001013|0,217707) (0,071436|-0,021382|0,218978) (0,084373|0,001475|0,224043)
